id,language,sentence,tokenized_sentence,expression,category,indices
6178,tr,İpçiye ipleri eline almak için öncelik tanındı.,"['İpçiye', 'ipleri', 'eline', 'almak', 'için', 'öncelik', 'tanındı', '.']",ipleri eline almak,literal,[-1]
6179,tr,İpçiye ipleri eline aldırmak üzere talimat verildi.,"['İpçiye', 'ipleri', 'eline', 'aldırmak', 'üzere', 'talimat', 'verildi', '.']",ipleri eline almak,literal,[-1]
6180,tr,İpçiye ipleri eline alması konusunda destek sağlandı.,"['İpçiye', 'ipleri', 'eline', 'alması', 'konusunda', 'destek', 'sağlandı', '.']",ipleri eline almak,literal,[-1]
6181,tr,İpçiye ipleri eline alması için eğitim verildi.,"['İpçiye', 'ipleri', 'eline', 'alması', 'için', 'eğitim', 'verildi', '.']",ipleri eline almak,literal,[-1]
6182,tr,Bahçıvan ipleri eline almak için bahçenin köşesine gitti.,"['Bahçıvan', 'ipleri', 'eline', 'almak', 'için', 'bahçenin', 'köşesine', 'gitti', '.']",ipleri eline almak,literal,[-1]
6183,tr,Lütfen ipleri eline almak ve sandalyeyi sabitlemek zorundasın.,"['Lütfen', 'ipleri', 'eline', 'almak', 've', 'sandalyeyi', 'sabitlemek', 'zorundasın', '.']",ipleri eline almak,literal,[-1]
6184,tr,"İp yumağı masanın üzerinde duruyordu, kim ipleri eline almak ister?","['İp', 'yumağı', 'masanın', 'üzerinde', 'duruyordu', ',', 'kim', 'ipleri', 'eline', 'almak', 'ister', '?']",ipleri eline almak,literal,[-1]
6185,tr,Çocuğa ipleri eline almak öğretildiğinde çok dikkatli olması gerektiği söylendi.,"['Çocuğa', 'ipleri', 'eline', 'almak', 'öğretildiğinde', 'çok', 'dikkatli', 'olması', 'gerektiği', 'söylendi', '.']",ipleri eline almak,literal,[-1]
6186,tr,Sabah erkenden ipleri eline almak ve yelkenleri germek gerekiyordu.,"['Sabah', 'erkenden', 'ipleri', 'eline', 'almak', 've', 'yelkenleri', 'germek', 'gerekiyordu', '.']",ipleri eline almak,literal,[-1]
6187,tr,Oyun sırasında ipleri eline almak herkes için zor bir görevdi.,"['Oyun', 'sırasında', 'ipleri', 'eline', 'almak', 'herkes', 'için', 'zor', 'bir', 'görevdi', '.']",ipleri eline almak,literal,[-1]
6188,tr,Yürüyüşe çıkmadan önce ipleri eline almak unutulmamalı.,"['Yürüyüşe', 'çıkmadan', 'önce', 'ipleri', 'eline', 'almak', 'unutulmamalı', '.']",ipleri eline almak,literal,[-1]
6189,tr,"İpleri eline almak istiyor musun, hemen ardından düğümü çözebiliriz.","['İpleri', 'eline', 'almak', 'istiyor', 'musun', ',', 'hemen', 'ardından', 'düğümü', 'çözebiliriz', '.']",ipleri eline almak,literal,[-1]
6190,tr,Sadece öğretmen ipleri eline almak hakkına sahipti.,"['Sadece', 'öğretmen', 'ipleri', 'eline', 'almak', 'hakkına', 'sahipti', '.']",ipleri eline almak,literal,[-1]
6191,tr,İp halatları karmaşık bir şekilde duruyordu; ipleri eline almak sabır gerektirir.,"['İp', 'halatları', 'karmaşık', 'bir', 'şekilde', 'duruyordu', ';', 'ipleri', 'eline', 'almak', 'sabır', 'gerektirir', '.']",ipleri eline almak,literal,[-1]
6192,tr,Denizci ipleri eline almak için hazırlanırken dalgalar yükseldi.,"['Denizci', 'ipleri', 'eline', 'almak', 'için', 'hazırlanırken', 'dalgalar', 'yükseldi', '.']",ipleri eline almak,literal,[-1]
6193,tr,İp kutusunu aç ve ipleri eline almakla işe başla.,"['İp', 'kutusunu', 'aç', 've', 'ipleri', 'eline', 'almakla', 'işe', 'başla', '.']",ipleri eline almak,literal,[-1]
6194,tr,"İp dolanmıştı, ipleri eline almak için önce onu çözmelisin.","['İp', 'dolanmıştı', ',', 'ipleri', 'eline', 'almak', 'için', 'önce', 'onu', 'çözmelisin', '.']",ipleri eline almak,literal,[-1]
6195,tr,"İpleri eline almak, tırmanışta ilk adım olarak kabul edilir.","['İpleri', 'eline', 'almak', ',', 'tırmanışta', 'ilk', 'adım', 'olarak', 'kabul', 'edilir', '.']",ipleri eline almak,literal,[-1]
6196,tr,Yarışmacı ipleri eline almak için hazır mıydı acaba?,"['Yarışmacı', 'ipleri', 'eline', 'almak', 'için', 'hazır', 'mıydı', 'acaba', '?']",ipleri eline almak,literal,[-1]
6197,tr,Kamp alanında ipleri eline almak isteyen herkes sıraya girdi.,"['Kamp', 'alanında', 'ipleri', 'eline', 'almak', 'isteyen', 'herkes', 'sıraya', 'girdi', '.']",ipleri eline almak,literal,[-1]
6198,tr,"İpleri eline almak zorunda mıydın, yoksa başka bir yöntem var mı?","['İpleri', 'eline', 'almak', 'zorunda', 'mıydın', ',', 'yoksa', 'başka', 'bir', 'yöntem', 'var', 'mı', '?']",ipleri eline almak,literal,[-1]
6199,tr,Öğrenciler ipleri eline almak için öğretmenin talimatlarını dinledi.,"['Öğrenciler', 'ipleri', 'eline', 'almak', 'için', 'öğretmenin', 'talimatlarını', 'dinledi', '.']",ipleri eline almak,literal,[-1]
6200,tr,İplerin ucunu tut ve ipleri eline almak için hazır ol.,"['İplerin', 'ucunu', 'tut', 've', 'ipleri', 'eline', 'almak', 'için', 'hazır', 'ol', '.']",ipleri eline almak,literal,[-1]
6201,tr,İp yığınına yaklaş ve ipleri eline almak konusunda cesur ol.,"['İp', 'yığınına', 'yaklaş', 've', 'ipleri', 'eline', 'almak', 'konusunda', 'cesur', 'ol', '.']",ipleri eline almak,literal,[-1]
6202,tr,İp kesildiğinde ipleri eline almak hiç kolay olmaz.,"['İp', 'kesildiğinde', 'ipleri', 'eline', 'almak', 'hiç', 'kolay', 'olmaz', '.']",ipleri eline almak,literal,[-1]
6203,tr,Teknik ekip ipleri eline almak için özel eldivenler kullandı.,"['Teknik', 'ekip', 'ipleri', 'eline', 'almak', 'için', 'özel', 'eldivenler', 'kullandı', '.']",ipleri eline almak,literal,[-1]
6204,tr,"İpleri eline almakla kalmadı, aynı zamanda onları düzgünce sardı.","['İpleri', 'eline', 'almakla', 'kalmadı', ',', 'aynı', 'zamanda', 'onları', 'düzgünce', 'sardı', '.']",ipleri eline almak,literal,[-1]
6205,tr,İpleri eline almak için uygun zamanı bekliyordu.,"['İpleri', 'eline', 'almak', 'için', 'uygun', 'zamanı', 'bekliyordu', '.']",ipleri eline almak,literal,[-1]
6206,tr,Deniz fenerinin ışığı altında ipleri eline almak zorunda kaldı.,"['Deniz', 'fenerinin', 'ışığı', 'altında', 'ipleri', 'eline', 'almak', 'zorunda', 'kaldı', '.']",ipleri eline almak,literal,[-1]
6207,tr,İpleri eline almak için önce düğümü dikkatlice çözmelisin.,"['İpleri', 'eline', 'almak', 'için', 'önce', 'düğümü', 'dikkatlice', 'çözmelisin', '.']",ipleri eline almak,literal,[-1]
6208,tr,İpleri eline almak istediğinde eldiven giymek faydalı olur.,"['İpleri', 'eline', 'almak', 'istediğinde', 'eldiven', 'giymek', 'faydalı', 'olur', '.']",ipleri eline almak,literal,[-1]
6209,tr,İpleri eline almak için önce uygun bir tutuş şekli belirlemelisin.,"['İpleri', 'eline', 'almak', 'için', 'önce', 'uygun', 'bir', 'tutuş', 'şekli', 'belirlemelisin', '.']",ipleri eline almak,literal,[-1]
6210,tr,"İpleri eline almak ve hızlıca çekmek, kurtarma operasyonlarında kritik öneme sahiptir.","['İpleri', 'eline', 'almak', 've', 'hızlıca', 'çekmek', ',', 'kurtarma', 'operasyonlarında', 'kritik', 'öneme', 'sahiptir', '.']",ipleri eline almak,literal,[-1]
6211,tr,İplerin ucunu bulup ipleri eline almak uzun sürdü.,"['İplerin', 'ucunu', 'bulup', 'ipleri', 'eline', 'almak', 'uzun', 'sürdü', '.']",ipleri eline almak,literal,[-1]
6212,tr,İpleri eline almak için eğitmen sinyal verdi.,"['İpleri', 'eline', 'almak', 'için', 'eğitmen', 'sinyal', 'verdi', '.']",ipleri eline almak,literal,[-1]
6213,tr,"İpleri eline almak, ip atlama oyununun başlangıcıdır.","['İpleri', 'eline', 'almak', ',', 'ip', 'atlama', 'oyununun', 'başlangıcıdır', '.']",ipleri eline almak,literal,[-1]
6214,tr,Bahçıvan ipleri eline almak için bahçenin köşesine yürüdü.,"['Bahçıvan', 'ipleri', 'eline', 'almak', 'için', 'bahçenin', 'köşesine', 'yürüdü', '.']",ipleri eline almak,literal,[-1]
6215,tr,Lütfen ipleri eline almak ve çadırı sabitlemekle ilgilen.,"['Lütfen', 'ipleri', 'eline', 'almak', 've', 'çadırı', 'sabitlemekle', 'ilgilen', '.']",ipleri eline almak,literal,[-1]
6216,tr,"Denizci, fırtına öncesi ipleri eline almak zorundaydı.","['Denizci', ',', 'fırtına', 'öncesi', 'ipleri', 'eline', 'almak', 'zorundaydı', '.']",ipleri eline almak,literal,[-1]
6217,tr,İp yumağına bakıp ipleri eline almak kolay görünmüyordu.,"['İp', 'yumağına', 'bakıp', 'ipleri', 'eline', 'almak', 'kolay', 'görünmüyordu', '.']",ipleri eline almak,literal,[-1]
6218,tr,İp işleri başladı; herkes ipleri eline almak için sıraya girdi.,"['İp', 'işleri', 'başladı', ';', 'herkes', 'ipleri', 'eline', 'almak', 'için', 'sıraya', 'girdi', '.']",ipleri eline almak,literal,[-1]
6219,tr,"Köpek ipleri eline almak istemedi, çünkü çok sertti.","['Köpek', 'ipleri', 'eline', 'almak', 'istemedi', ',', 'çünkü', 'çok', 'sertti', '.']",ipleri eline almak,literal,[-1]
6220,tr,"Arkadaşlar, ipleri eline almak ve düğümleri çözmek senin işin.","['Arkadaşlar', ',', 'ipleri', 'eline', 'almak', 've', 'düğümleri', 'çözmek', 'senin', 'işin', '.']",ipleri eline almak,literal,[-1]
6221,tr,Toplantıda ipleri eline almak için iplerin elinde olması gerekmez mi?,"['Toplantıda', 'ipleri', 'eline', 'almak', 'için', 'iplerin', 'elinde', 'olması', 'gerekmez', 'mi', '?']",ipleri eline almak,literal,[-1]
6222,tr,"Teknik ekip, vinçle ipleri eline almak için hazırlık yapıyor.","['Teknik', 'ekip', ',', 'vinçle', 'ipleri', 'eline', 'almak', 'için', 'hazırlık', 'yapıyor', '.']",ipleri eline almak,literal,[-1]
6223,tr,Yarışmacı ipleri eline almakta gecikince zaman kaybetti.,"['Yarışmacı', 'ipleri', 'eline', 'almakta', 'gecikince', 'zaman', 'kaybetti', '.']",ipleri eline almak,literal,[-1]
6224,tr,Sence ipleri eline almak ve halatı bağlamak ne kadar sürer?,"['Sence', 'ipleri', 'eline', 'almak', 've', 'halatı', 'bağlamak', 'ne', 'kadar', 'sürer', '?']",ipleri eline almak,literal,[-1]
6225,tr,"Çocuk, ipleri eline almak için merakla uzandı.","['Çocuk', ',', 'ipleri', 'eline', 'almak', 'için', 'merakla', 'uzandı', '.']",ipleri eline almak,literal,[-1]
6226,tr,İpleri eline almak zorunda kaldığında dikkatli olmalısın.,"['İpleri', 'eline', 'almak', 'zorunda', 'kaldığında', 'dikkatli', 'olmalısın', '.']",ipleri eline almak,literal,[-1]
6227,tr,"Görevli, ipleri eline almak için eldiven giydi.","['Görevli', ',', 'ipleri', 'eline', 'almak', 'için', 'eldiven', 'giydi', '.']",ipleri eline almak,literal,[-1]
6228,tr,"İpleri eline almak mümkün mü, yoksa çok mu karışıklar?","['İpleri', 'eline', 'almak', 'mümkün', 'mü', ',', 'yoksa', 'çok', 'mu', 'karışıklar', '?']",ipleri eline almak,literal,[-1]
6229,tr,Çalışanlar ipleri eline almak üzere hazırlandılar.,"['Çalışanlar', 'ipleri', 'eline', 'almak', 'üzere', 'hazırlandılar', '.']",ipleri eline almak,literal,[-1]
6230,tr,Ellerin terlediğinde ipleri eline almak zorlaşır.,"['Ellerin', 'terlediğinde', 'ipleri', 'eline', 'almak', 'zorlaşır', '.']",ipleri eline almak,literal,[-1]
6231,tr,İpleri eline almak için uygun bir pozisyon bulmalısın.,"['İpleri', 'eline', 'almak', 'için', 'uygun', 'bir', 'pozisyon', 'bulmalısın', '.']",ipleri eline almak,literal,[-1]
6232,tr,Yeni başlayanlar ipleri eline almakta zorlanabilir.,"['Yeni', 'başlayanlar', 'ipleri', 'eline', 'almakta', 'zorlanabilir', '.']",ipleri eline almak,literal,[-1]
6233,tr,Antrenör ipleri eline almak için oyunculara talimat verdi.,"['Antrenör', 'ipleri', 'eline', 'almak', 'için', 'oyunculara', 'talimat', 'verdi', '.']",ipleri eline almak,literal,[-1]
6234,tr,İpleri eline almak istemeyen kimse kalmadı.,"['İpleri', 'eline', 'almak', 'istemeyen', 'kimse', 'kalmadı', '.']",ipleri eline almak,literal,[-1]
6235,tr,İpleri eline almak için önce düğümleri çözmelisin.,"['İpleri', 'eline', 'almak', 'için', 'önce', 'düğümleri', 'çözmelisin', '.']",ipleri eline almak,literal,[-1]
6236,tr,İpleri eline almak ve halatı çekmek çok önemli.,"['İpleri', 'eline', 'almak', 've', 'halatı', 'çekmek', 'çok', 'önemli', '.']",ipleri eline almak,literal,[-1]
6237,tr,İp işleri bittiğinde ipleri eline almak kolay olur.,"['İp', 'işleri', 'bittiğinde', 'ipleri', 'eline', 'almak', 'kolay', 'olur', '.']",ipleri eline almak,literal,[-1]
6238,tr,İpçiye ipleri eline almak için zaman tanındı.,"['İpçiye', 'ipleri', 'eline', 'almak', 'için', 'zaman', 'tanındı', '.']",ipleri eline almak,literal,[-1]
6239,tr,"İpçik, ipleri eline almak için sabırsızlandı.","['İpçik', ',', 'ipleri', 'eline', 'almak', 'için', 'sabırsızlandı', '.']",ipleri eline almak,literal,[-1]
6240,tr,"İp işleri karmaşıktı, fakat ipleri eline almak gerekiyordu.","['İp', 'işleri', 'karmaşıktı', ',', 'fakat', 'ipleri', 'eline', 'almak', 'gerekiyordu', '.']",ipleri eline almak,literal,[-1]
6241,tr,"Sanata meyil vermek, ruhun en derin köşelerine dokunur.","['Sanata', 'meyil', 'vermek', ',', 'ruhun', 'en', 'derin', 'köşelerine', 'dokunur', '.']",meyil vermek,idiomatic,"[1, 2]"
6242,tr,Çocuklar doğaya meyil vermeye başladılar.,"['Çocuklar', 'doğaya', 'meyil', 'vermeye', 'başladılar', '.']",meyil vermek,idiomatic,"[2, 3]"
6243,tr,"Bir şeye meyil vermek, ona gönülden bağlanmak demektir.","['Bir', 'şeye', 'meyil', 'vermek', ',', 'ona', 'gönülden', 'bağlanmak', 'demektir', '.']",meyil vermek,idiomatic,"[2, 3]"
6244,tr,"Yeni fikirlere meyil vermek, gelişmenin ilk adımıdır.","['Yeni', 'fikirlere', 'meyil', 'vermek', ',', 'gelişmenin', 'ilk', 'adımıdır', '.']",meyil vermek,idiomatic,"[2, 3]"
6245,tr,"Kültürlere meyil vermek, insanı daha zengin kılar.","['Kültürlere', 'meyil', 'vermek', ',', 'insanı', 'daha', 'zengin', 'kılar', '.']",meyil vermek,idiomatic,"[1, 2]"
6246,tr,Bu tür müziğe meyil vermemek bazen ruhu korumak anlamına gelir.,"['Bu', 'tür', 'müziğe', 'meyil', 'vermeme', 'bazı', 'zamanlar', 'ruhu', 'korumak', 'anlamına', 'gelir', '.']",meyil vermek,idiomatic,"[3, 4]"
6247,tr,İnsanlar bazen bilinmeyene meyil vermekten çekinir.,"['İnsanlar', 'bazen', 'bilinmeyene', 'meyil', 'vermekten', 'çekinir', '.']",meyil vermek,idiomatic,"[3, 4]"
6248,tr,Sanat eserlerine meyil vermek ruhun beslenmesidir.,"['Sanat', 'eserlerine', 'meyil', 'vermek', 'ruhun', 'beslenmesidir', '.']",meyil vermek,idiomatic,"[2, 3]"
6249,tr,"Bilime meyil vermek, insanlığı ileriye taşır.","['Bilime', 'meyil', 'vermek', ',', 'insanlığı', 'ileriye', 'taşır', '.']",meyil vermek,idiomatic,"[1, 2]"
6250,tr,"Kısa yollara meyil vermek, bazen büyük kayıplara yol açar.","['Kısa', 'yollara', 'meyil', 'vermek', ',', 'bazı', 'zamanlar', 'büyük', 'kayıplara', 'yol', 'açar', '.']",meyil vermek,idiomatic,"[2, 3]"
6251,tr,"Edebiyata meyil vermek, insanın içsel dünyasını genişletir.","['Edebiyata', 'meyil', 'vermek', ',', 'insanın', 'içsel', 'dünyasını', 'genişletir', '.']",meyil vermek,idiomatic,"[1, 2]"
6252,tr,Gençler teknolojiye meyil vermek konusunda oldukça istekli.,"['Gençler', 'teknolojiye', 'meyil', 'vermek', 'konusunda', 'oldukça', 'istekli', '.']",meyil vermek,idiomatic,"[2, 3]"
6253,tr,"Hobilerine meyil vermek, stresle başa çıkmanın yollarındandır.","['Hobilerine', 'meyil', 'vermek', ',', 'stresle', 'başa', 'çıkmanın', 'yollarındandır', '.']",meyil vermek,idiomatic,"[1, 2]"
6254,tr,Bu konuda meyil vermekten kaçınmak daha doğru olur.,"['Bu', 'konuda', 'meyil', 'vermekten', 'kaçınmak', 'daha', 'doğru', 'olur', '.']",meyil vermek,idiomatic,"[2, 3]"
6255,tr,"Hayvanlara meyil vermek, doğayla bağ kurmanın önemli bir yoludur.","['Hayvanlara', 'meyil', 'vermek', ',', 'doğayla', 'bağ', 'kurmanın', 'önemli', 'bir', 'yoludur', '.']",meyil vermek,idiomatic,"[1, 2]"
6256,tr,Meyil vermek zorunda hissettiği şeylere dikkat etmelisin.,"['Meyil', 'vermek', 'zorunda', 'hissettiği', 'şeylere', 'dikkat', 'etmelisin', '.']",meyil vermek,idiomatic,"[0, 1]"
6257,tr,"Toplumsal meselelere meyil vermek, bireysel sorumluluk getirir.","['Toplumsal', 'meselelere', 'meyil', 'vermek', ',', 'bireysel', 'sorumluluk', 'getirir', '.']",meyil vermek,idiomatic,"[2, 3]"
6258,tr,"Meyil vermek isteyenler, önce kendi içlerini keşfetmeli.","['Meyil', 'vermek', 'isteyenler', ',', 'önce', 'kendi', 'içlerini', 'keşfetmeli', '.']",meyil vermek,idiomatic,"[0, 1]"
6259,tr,"Felsefeye meyil vermek, hayatın anlamını sorgulamaktır.","['Felsefeye', 'meyil', 'vermek', ',', 'hayatın', 'anlamını', 'sorgulamaktır', '.']",meyil vermek,idiomatic,"[1, 2]"
6260,tr,Bazı insanlar yeni fikirlere meyil vermekte zorlanır.,"['Bazı', 'insanlar', 'yeni', 'fikirlere', 'meyil', 'vermektedir', 'zorlanır', '.']",meyil vermek,idiomatic,"[4, 5]"
6261,tr,"Meyil vermek, bazen hayat yolunda kaybolmak anlamına gelir mi?","['Meyil', 'vermek', ',', 'bazen', 'hayat', 'yolunda', 'kaybolmak', 'anlamına', 'gelir', 'mi', '?']",meyil vermek,idiomatic,"[0, 1]"
6262,tr,"İnsanların sanata meyil vermesi, kültürlerin gelişmesini sağlar.","['İnsanların', 'sanata', 'meyil', 'vermesi', ',', 'kültürlerin', 'gelişmesini', 'sağlar', '.']",meyil vermek,idiomatic,"[2, 3]"
6263,tr,"Bilgiye meyil vermek, hayat boyu süren bir yolculuktur.","['Bilgiye', 'meyil', 'vermek', ',', 'hayat', 'boyu', 'süren', 'bir', 'yolculuktur', '.']",meyil vermek,idiomatic,"[1, 2]"
6264,tr,"Kendine meyil vermek, iç dünyanı anlamanın başlangıcıdır.","['Kendine', 'meyil', 'vermek', ',', 'iç', 'dünyanı', 'anlamanın', 'başlangıcıdır', '.']",meyil vermek,idiomatic,"[1, 2]"
6265,tr,Bazılarımız yeni deneyimlere meyil vermekten çekinir.,"['Bazılarımız', 'yeni', 'deneyimlere', 'meyil', 'vermekten', 'çekinir', '.']",meyil vermek,idiomatic,"[3, 4]"
6266,tr,"İyi bir lider, doğru değerlere meyil vermelidir.","['İyi', 'bir', 'lider', ',', 'doğru', 'değerlere', 'meyil', 'vermeli', 'dir', '.']",meyil vermek,idiomatic,"[6, 7]"
6267,tr,Meyil vermek istemeyenler bile bazen kalplerini dinler.,"['Meyil', 'vermek', 'istemeyenler', 'bile', 'bazen', 'kalplerini', 'dinler', '.']",meyil vermek,idiomatic,"[0, 1]"
6268,tr,"Bu alana meyil vermek, uzun vadede büyük kazanımlar sağlar.","['Bu', 'alana', 'meyil', 'vermek', ',', 'uzun', 'vade', 'de', 'büyük', 'kazanımlar', 'sağlar', '.']",meyil vermek,idiomatic,"[2, 3]"
6269,tr,"Meyil vermek, bazen zayıflık değil, cesaret göstergesidir.","['Meyil', 'vermek', ',', 'bazen', 'zayıflık', 'değil', ',', 'cesaret', 'göstergesidir', '.']",meyil vermek,idiomatic,"[0, 1]"
6270,tr,"Sanata meyil vermek, insanın kendini ifade etme biçimidir.","['Sanata', 'meyil', 'vermek', ',', 'insanın', 'kendini', 'ifade', 'etme', 'biçimidir', '.']",meyil vermek,idiomatic,"[1, 2]"
6271,tr,"Yeni düşüncelere meyil vermek, zihni açmanın anahtarıdır.","['Yeni', 'düşüncelere', 'meyil', 'vermek', ',', 'zihni', 'açmanın', 'anahtarıdır', '.']",meyil vermek,idiomatic,"[2, 3]"
6272,tr,Meyil vermekten korkma; bazen risk almak gerekir.,"['Meyil', 'vermekt', 'en', 'korkma', ';', 'bazı', 'zamanlar', 'risk', 'almak', 'gerekir', '.']",meyil vermek,idiomatic,"[0, 1]"
6273,tr,Sanatın inceliklerine meyil vererek ruhunu besledi.,"['Sanatın', 'inceliklerine', 'meyil', 'vererek', 'ruhunu', 'besledi', '.']",meyil vermek,idiomatic,"[2, 3]"
6274,tr,"Bilime meyil vermek, insanı her zaman ileri taşır.","['Bilime', 'meyil', 'vermek', ',', 'insanı', 'her', 'zaman', 'ileri', 'taşır', '.']",meyil vermek,idiomatic,"[1, 2]"
6275,tr,"Klasik müziğe meyil vermeyenler, farklı deneyimler arıyor olabilir.","['Klasik', 'müziğe', 'meyil', 'vermeyenler', ',', 'farklı', 'deneyimler', 'arıyor', 'olabilir', '.']",meyil vermek,idiomatic,"[2, 3]"
6276,tr,Çocukların doğaya meyil vermesi için erken yaşta teşvik şart.,"['Çocukların', 'doğaya', 'meyil', 'vermesi', 'için', 'erken', 'yaşta', 'teşvik', 'şart', '.']",meyil vermek,idiomatic,"[2, 3]"
6277,tr,"Bu alana meyil vermek, kariyerinizde yeni kapılar açabilir.","['Bu', 'alana', 'meyil', 'vermek', ',', 'kariyerinizde', 'yeni', 'kapılar', 'açabilir', '.']",meyil vermek,idiomatic,"[2, 3]"
6278,tr,Spor yapmaya meyil vermek sağlıklı yaşamın anahtarıdır.,"['Spor', 'yapmaya', 'meyil', 'vermek', 'sağlıklı', 'yaşamın', 'anahtarıdır', '.']",meyil vermek,idiomatic,"[2, 3]"
6279,tr,Gençlerin edebiyata meyil vermesi kültürel zenginlik demektir.,"['Gençlerin', 'edebiyata', 'meyil', 'vermesi', 'kültürel', 'zenginlik', 'demektir', '.']",meyil vermek,idiomatic,"[2, 3]"
6280,tr,"Teknolojiye meyil vermemek, çağın gerisinde kalmak anlamına gelir.","['Teknolojiye', 'meyil', 'vermeme', 'k', ',', 'çağın', 'gerisinde', 'kalmak', 'anlamına', 'gelir', '.']",meyil vermek,idiomatic,"[1, 2]"
6281,tr,"Yaratıcılığa meyil vermek, sıradanlıktan sıyrılmanın yoludur.","['Yaratıcılığa', 'meyil', 'vermek', ',', 'sıradanlıktan', 'sıyrılmanın', 'yoludur', '.']",meyil vermek,idiomatic,"[1, 2]"
6282,tr,Bazı insanlar sanata hiç meyil vermezler.,"['Bazı', 'insanlar', 'sanata', 'hiç', 'meyil', 'vermezler', '.']",meyil vermek,idiomatic,"[4, 5]"
6283,tr,"Toplumsal meselelere meyil vermek, farkındalığı artırır.","['Toplumsal', 'meselelere', 'meyil', 'vermek', ',', 'farkındalığı', 'artırır', '.']",meyil vermek,idiomatic,"[2, 3]"
6284,tr,Yeni fikirlere meyil vermeni istiyorum.,"['Yeni', 'fikirlere', 'meyil', 'vermeni', 'istiyorum', '.']",meyil vermek,idiomatic,"[2, 3]"
6285,tr,"Edebiyata meyil vermek, insanı olgunlaştırır.","['Edebiyata', 'meyil', 'vermek', ',', 'insanı', 'olgunlaştırır', '.']",meyil vermek,idiomatic,"[1, 2]"
6286,tr,"Bilgiye meyil vermek, öğrenmenin ilk adımıdır.","['Bilgiye', 'meyil', 'vermek', ',', 'öğrenmenin', 'ilk', 'adımıdır', '.']",meyil vermek,idiomatic,"[1, 2]"
6287,tr,Sosyal sorumluluk projelerine meyil vermek önemlidir.,"['Sosyal', 'sorumluluk', 'projelerine', 'meyil', 'vermek', 'önemlidir', '.']",meyil vermek,idiomatic,"[3, 4]"
6288,tr,"Sana tavsiyem, yeni alanlara meyil vermen yönünde.","['Sana', 'tavsiyem', ',', 'yeni', 'alanlara', 'meyil', 'vermen', 'yönünde', '.']",meyil vermek,idiomatic,"[5, 6]"
6289,tr,"Kültürel etkinliklere meyil vermek, ufkunu genişletir.","['Kültürel', 'etkinliklere', 'meyil', 'vermek', ',', 'ufkunu', 'genişletir', '.']",meyil vermek,idiomatic,"[2, 3]"
6290,tr,Gönül işlerine meyil vermekten çekinme.,"['Gönül', 'işlerine', 'meyil', 'vermekt', 'en', 'çekinme', '.']",meyil vermek,idiomatic,"[2, 3]"
6291,tr,Müzik türlerine meyil vermek kişisel zevk meselesidir.,"['Müzik', 'türlerine', 'meyil', 'vermek', 'kişisel', 'zevk', 'meselesidir', '.']",meyil vermek,idiomatic,"[2, 3]"
6292,tr,Kendi yeteneklerine meyil vermeden başarı zor olur.,"['Kendi', 'yeteneklerine', 'meyil', 'vermeden', 'başarı', 'zor', 'olur', '.']",meyil vermek,idiomatic,"[2, 3]"
6293,tr,"Yeni kültürlere meyil vermek, dünyayı anlamanın kapısını açar.","['Yeni', 'kültürlere', 'meyil', 'vermek', ',', 'dünyayı', 'anlamanın', 'kapısını', 'açar', '.']",meyil vermek,idiomatic,"[2, 3]"
6294,tr,"Sanatsal faaliyetlere meyil vermek, ruhun gıdasıdır.","['Sanatsal', 'faaliyetlere', 'meyil', 'vermek', ',', 'ruhun', 'gıdasıdır', '.']",meyil vermek,idiomatic,"[2, 3]"
6295,tr,Edebiyata meyil vermiş insanlar daha derin düşünür.,"['Edebiyata', 'meyil', 'vermiş', 'insanlar', 'daha', 'derin', 'düşünür', '.']",meyil vermek,idiomatic,"[1, 2]"
6296,tr,"Teknolojiye meyil vermek, geleceğe yatırım yapmaktır.","['Teknolojiye', 'meyil', 'vermek', ',', 'geleceğe', 'yatırım', 'yapmaktır', '.']",meyil vermek,idiomatic,"[1, 2]"
6297,tr,Yeni fikirlere meyil vermeden önce iyi değerlendirmelisin.,"['Yeni', 'fikirlere', 'meyil', 'vermeden', 'önce', 'iyi', 'değerlendirmelisin', '.']",meyil vermek,idiomatic,"[2, 3]"
6298,tr,"Bilgiye meyil vermek, sürekli gelişmenin temelidir.","['Bilgiye', 'meyil', 'vermek', ',', 'sürekli', 'gelişmenin', 'temelidir', '.']",meyil vermek,idiomatic,"[1, 2]"
6299,tr,"Kültüre meyil vermek, geçmişle bağ kurmaktır.","['Kültüre', 'meyil', 'vermek', ',', 'geçmişle', 'bağ', 'kurmaktır', '.']",meyil vermek,idiomatic,"[1, 2]"
6300,tr,Sanata meyil vermeden önce kendi zevkini keşfetmelisin.,"['Sanata', 'meyil', 'vermenden', 'önce', 'kendi', 'zevkini', 'keşfetmelisin', '.']",meyil vermek,idiomatic,"[1, 2]"
6301,tr,Gönüllü çalışmalara meyil vermek topluma katkıdır.,"['Gönüllü', 'çalışmalara', 'meyil', 'vermek', 'topluma', 'katkıdır', '.']",meyil vermek,idiomatic,"[2, 3]"
6302,tr,"Eğitime meyil vermek, bireysel gelişimin kapısını aralar.","['Eğitime', 'meyil', 'vermek', ',', 'bireysel', 'gelişimin', 'kapısını', 'aralar', '.']",meyil vermek,idiomatic,"[1, 2]"
